Aged,Married,TotalDependents,ServiceSpan,MobileService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,QuarterlyPayment,GrandPayment,sex_Male,4GService_Satellite Broadband,4GService_Wifi Broadband,SettlementProcess_Card,SettlementProcess_Check,SettlementProcess_Electronic
0,1,0,0.739726027,1,1,0,0,0,0.759169045,0.607564879,1,0,1,0,0,1
1,1,0,0.232876712,1,1,0,0,0,0.380267085,0.116442002,1,0,1,1,0,0
0,1,0,0.054794521,1,0,0,0,0,0.02048988,0.01092424,1,0,1,0,1,0
0,0,0,0.246575342,1,0,0,0,0,0.267148464,0.106771414,0,0,0,0,0,1
0,1,1,0.424657534,1,1,0,1,0,0.416859499,0.214798536,1,1,0,0,0,0
0,1,1,0.917808219,0,1,0,1,0,0.187612505,0.2933238,0,0,1,1,0,0
0,0,0,0.849315068,1,0,0,0,0,0.783345236,0.719789908,1,0,1,0,0,0
0,0,0,0.589041096,1,0,0,1,0,0.806984182,0.484819303,0,1,0,0,0,1
1,1,0,0.246575342,1,0,0,0,0,0.594950728,0.163581586,0,0,0,0,0,1
0,0,1,0.02739726,1,0,0,0,0,0.082182324,0.003133499,0,1,0,0,1,0
0,1,1,0.095890411,1,0,0,0,0,0.383018034,0.054682415,0,1,0,0,0,1
0,1,0,0.287671233,1,1,1,0,0,0.864056662,0.25337566,1,1,0,0,0,0
0,1,1,0.479452055,1,0,0,0,0,0.044242758,0.082757349,0,1,0,0,0,0
0,0,0,0.98630137,1,0,1,0,0,0.852420507,0.868432869,0,1,0,0,0,1
0,0,0,0.726027397,1,0,1,0,1,0.658881311,0.498946404,1,1,0,1,0,0
0,0,0,0.01369863,0,0,0,0,1,0.275117582,0.012905784,1,0,0,0,0,0
0,1,0,0.054794521,0,0,0,0,1,0.551482057,0.034835481,1,1,0,0,0,1
1,1,0,0.246575342,1,0,0,0,0,0.735532628,0.18579914,1,1,0,0,0,1
0,1,0,0.95890411,1,0,0,0,0,0.02405198,0.163048979,1,0,1,0,1,0
0,0,0,0.205479452,1,0,1,0,0,0.699978257,0.18562302,0,1,0,1,0,0
1,0,0,0,1,0,0,0,1,0.270980941,0.005569081,0,0,1,0,0,1
0,1,0,0.945205479,0,1,1,1,0,0.697134918,0.735367286,1,1,0,1,0,0
0,0,0,0.547945205,1,0,0,0,1,0.026492944,0.093391089,0,0,0,0,1,0
1,1,0,0.506849315,1,0,1,1,0,0.695852611,0.388193303,1,0,0,0,0,1
0,0,1,0.808219178,0,0,0,0,1,0.039265514,0.129564825,0,0,1,0,1,0
0,0,0,0.01369863,1,1,0,0,1,0.242879988,0.008645632,0,1,0,0,0,1
0,1,1,0.164383562,1,0,1,0,0,0.774250996,0.153790217,1,0,0,0,0,1
0,1,0,0.849315068,1,0,1,1,0,0.606750748,0.579389282,0,1,0,1,0,0
0,1,1,0.97260274,1,1,1,1,0,0.9699714,0.956716634,0,0,1,0,0,0
0,1,1,0.767123288,1,0,1,0,1,0.786101246,0.644450971,0,0,1,1,0,0
0,0,0,0.479452055,1,0,1,0,0,0.294844479,0.196013593,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0.65201798,0.009557784,0,0,0,0,1,0
0,0,1,0.232876712,1,0,0,0,1,0.072719419,0.06537957,1,0,1,1,0,0
0,0,1,0.01369863,1,0,0,0,1,0.040355231,0,1,1,0,0,1,0
1,1,0,0,1,0,0,0,0,0.679273215,0.0098989,1,1,0,0,0,1
1,1,0,0.97260274,1,0,1,1,1,0.899402095,0.913341807,0,0,1,0,0,0
0,0,0,0.821917808,1,1,0,0,0,0.716650728,0.659782242,1,0,1,0,0,0
0,0,0,0.01369863,1,1,0,0,0,0.300278447,0.005954165,0,0,0,0,0,0
0,1,0,0.575342466,0,1,0,1,0,0.621408329,0.388657821,1,0,1,1,0,0
1,0,0,0.068493151,0,0,0,0,0,0.691670324,0.066220831,0,1,0,0,0,1
0,1,1,0.904109589,1,0,0,1,0,0.514430803,0.559459676,1,0,0,1,0,0
0,0,0,0.068493151,1,0,1,0,1,0.444447992,0.047822247,0,0,1,0,1,0
0,1,0,0.863013699,1,1,1,1,0,0.631656547,0.590383907,1,1,0,0,1,0
0,0,0,0.479452055,1,1,0,1,0,0.24218356,0.160327525,1,0,0,0,1,0
0,0,0,0.328767123,1,0,0,0,0,0.027630148,0.05440344,0,1,0,0,0,0
0,0,0,0.04109589,1,0,0,0,0,0.036403573,0.011008344,1,0,1,0,0,0
1,1,1,0.589041096,1,0,1,1,0,0.926244743,0.539709244,0,0,0,0,0,0
0,0,1,0.191780822,1,0,0,0,1,0.731130477,0.164674439,1,1,0,0,0,1
0,1,1,0.863013699,1,1,0,0,0,0.326633615,0.370811477,0,1,0,0,0,0
0,0,0,0.04109589,1,0,0,0,0,0.370861583,0.02193721,0,1,0,0,1,0
0,0,0,0.178082192,1,0,0,0,0,0.314755339,0.072612815,0,0,0,0,1,0
0,0,0,0.452054795,1,0,0,0,1,0.018844569,0.079632134,1,0,0,0,1,0
0,0,0,0.178082192,0,1,0,0,1,0.626624642,0.118614582,0,1,0,1,0,0
0,0,0,0.164383562,1,0,0,0,0,0.699448789,0.130000545,1,1,0,0,1,0
1,1,0,0.342465753,1,0,0,0,0,0.560416697,0.218138367,0,0,1,0,0,1
1,0,0,0.890410959,1,0,0,0,0,0.361078911,0.428930806,0,0,1,0,0,1
0,0,0,0.931506849,1,1,0,1,1,0.885371417,0.838039846,0,0,0,1,0,0
0,1,1,0.917808219,1,1,1,0,0,0.934006286,0.86147029,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0.300586518,0.005372668,1,0,0,0,1,0
0,0,0,0.109589041,1,0,0,0,0,0.754669167,0.08065839,0,1,0,0,0,1
0,1,1,0.301369863,1,0,1,0,1,0.793695447,0.240933963,1,0,0,0,1,0
0,0,0,0.479452055,1,0,0,1,0,0.134007461,0.112180455,1,1,0,1,0,0
0,0,0,0.821917808,1,0,0,0,1,0.042927071,0.129966724,0,1,0,0,0,0
1,1,0,0.410958904,1,1,1,0,0,0.330655041,0.182126845,1,0,0,1,0,0
0,1,0,0,1,0,0,0,0,0.511325612,0.008310348,0,0,1,0,0,1
0,0,0,0.054794521,1,1,1,0,0,0.596932892,0.023776057,1,1,0,0,0,1
0,1,1,0.205479452,1,1,0,1,0,0.66419113,0.160955674,0,0,1,0,0,1
1,1,0,0.684931507,1,1,1,0,1,0.694735044,0.479102343,0,1,0,0,0,1
0,0,0,0.01369863,1,0,0,0,0,0.55887673,0.008810903,1,0,0,0,0,1
1,0,0,0.054794521,1,0,1,0,0,0.319986986,0.027289287,1,0,0,0,0,1
0,0,0,0.068493151,1,1,1,1,1,0.444598911,0.040397168,0,0,0,0,1,0
0,0,0,0.561643836,0,0,0,0,0,0.033660274,0.093057866,1,1,0,0,1,0
0,1,1,0.849315068,1,1,1,1,0,0.716951961,0.644514406,0,1,0,1,0,0
0,1,0,0.821917808,1,0,0,0,0,0.746497058,0.653308997,1,1,0,0,0,0
0,1,1,0.95890411,0,1,1,0,0,0.817608004,0.809596529,1,0,0,0,0,0
0,1,1,0.479452055,1,0,1,0,0,0.698944763,0.331009477,0,1,0,0,0,1
0,0,0,0.123287671,1,0,0,1,0,0.492367917,0.060123589,1,1,0,0,0,1
0,1,0,0.04109589,1,0,0,0,0,0.01892457,0.004660308,1,0,0,0,1,0
0,1,1,0.02739726,1,0,0,1,0,0.229229439,0.004756483,1,1,0,0,0,1
0,0,0,0,1,0,0,0,1,0.276872109,0.005319081,1,0,1,0,0,1
0,0,0,0.424657534,1,1,1,0,0,0.729329533,0.324717665,1,0,0,0,0,0
1,1,1,0.04109589,1,0,0,0,1,0.296517252,0.020901578,1,0,0,0,0,1
0,1,0,0.287671233,1,0,1,0,1,0.659809939,0.226490984,0,1,0,0,0,1
0,0,0,0.178082192,1,0,0,0,0,0.703819114,0.121311205,1,1,0,0,0,0
0,0,0,0.232876712,1,1,1,1,1,0.860956512,0.222950946,1,0,1,0,0,1
0,1,0,0.397260274,1,0,0,0,0,0.3853709,0.216819085,0,1,0,1,0,0
0,0,0,0.02739726,1,0,0,0,0,0.050434289,0.002334035,1,0,1,0,1,0
0,0,0,0.123287671,0,0,0,0,0,0.552558782,0.081498297,1,1,0,0,0,1
1,1,0,0.98630137,1,0,1,0,1,0.557699108,0.613472393,0,1,0,1,0,0
0,0,0,0.178082192,1,0,0,0,0,0.519725578,0.105425524,0,1,0,1,0,0
0,0,0,0.191780822,1,0,0,0,1,0.571582851,0.130056342,1,1,0,1,0,0
0,1,1,0.726027397,1,0,0,0,1,0.018405891,0.118747674,0,1,0,0,1,0
0,1,1,0.068493151,1,0,0,0,0,0.502400454,0.058411478,1,0,1,0,0,1
0,0,0,0.643835616,1,0,0,0,0,0.030368298,0.115880826,1,1,0,0,0,0
0,1,0,0.890410959,1,1,1,1,0,0.65748544,0.644294666,1,1,0,0,0,0
0,1,1,0.95890411,1,0,0,0,1,0.088041342,0.203783126,1,1,0,0,0,0
0,1,1,0.109589041,1,0,0,0,0,0.039577563,0.022213437,1,0,1,0,1,0
0,0,0,0.712328767,1,0,0,0,0,0.023440831,0.114781159,0,0,0,0,0,0
0,0,0,0.123287671,1,0,0,0,0,0.10009737,0.02621773,1,0,1,0,1,0
0,1,0,0.671232877,1,1,1,1,1,0.876466149,0.595919594,1,0,0,1,0,0
0,0,0,0.931506849,0,1,1,1,1,0.952020645,0.892583132,0,0,1,1,0,0
0,0,0,0.150684932,1,0,0,0,1,0.726939156,0.130972137,1,0,1,0,0,1
1,0,0,0.342465753,1,0,0,0,0,0.697998991,0.270868323,1,0,1,0,0,1
0,0,0,0.520547945,1,1,1,1,1,0.753819469,0.425076574,1,0,0,0,0,1
0,1,0,0.945205479,1,1,1,1,0,0.883490371,0.86747473,0,1,0,0,0,0
0,1,0,0.589041096,1,0,0,1,1,0.775626534,0.493411842,1,1,0,1,0,0
0,0,0,0.712328767,1,0,0,1,0,0.817703382,0.626355956,0,0,1,0,0,1
0,0,0,0.849315068,1,0,1,1,0,0.842397992,0.793460367,0,0,1,1,0,0
1,0,0,0.02739726,1,0,0,0,0,0.524039548,0.016530724,1,1,0,0,0,1
0,1,1,0.054794521,1,0,1,0,0,0.756751827,0.059778144,1,0,1,0,1,0
0,0,0,0.589041096,0,0,0,0,0,0.038850617,0.100833838,0,1,0,0,1,0
0,0,0,0.602739726,1,1,1,0,0,0.575094633,0.37694005,0,1,0,0,0,1
0,1,1,0.205479452,1,0,0,0,0,0.024865646,0.032194541,0,1,0,0,1,0
1,1,0,0.397260274,1,0,0,1,1,0.85643193,0.345116576,0,0,1,0,0,1
0,1,1,0.98630137,1,1,1,1,0,0.659538921,0.701638173,1,0,1,1,0,0
0,0,0,0.219178082,1,0,0,0,1,0.553141938,0.13982035,0,0,1,0,0,0
0,1,1,0.287671233,1,0,0,0,1,0.022199979,0.040346222,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0.665412907,0.009817503,0,1,0,0,0,1
0,0,0,0,1,0,0,0,1,0.319152023,0.005942618,1,0,1,0,1,0
0,1,0,0.931506849,1,0,1,0,0,0.839708765,0.810591436,0,0,1,0,0,1
1,0,0,0.01369863,1,0,0,0,0,0.251906479,0.010196625,1,0,1,0,0,1
0,1,1,0.123287671,1,0,0,1,1,0.462140453,0.071121694,1,0,1,0,0,1
0,1,1,0.98630137,1,0,0,0,1,0.07917541,0.200498144,0,0,0,0,0,0
1,1,0,0.767123288,1,0,1,0,1,0.282727326,0.305217975,0,0,0,0,0,1
0,0,0,0.397260274,1,0,0,0,1,0.722486133,0.302200288,1,0,1,0,0,1
0,0,0,0.068493151,1,0,0,0,0,0.371923084,0.022332315,0,0,0,0,0,1
0,1,0,0.520547945,1,0,0,0,0,0.02160876,0.089840583,0,1,0,0,1,0
0,0,0,0.01369863,1,1,0,0,1,0.290677617,0.010718199,0,1,0,0,0,1
0,1,0,0.671232877,1,1,0,1,1,0.889288268,0.622367492,1,0,0,0,0,0
0,0,0,0,1,0,0,0,1,0.025838571,0.004614113,0,1,0,0,1,0
1,0,0,0.424657534,1,0,0,0,0,0.715562052,0.327586782,1,0,0,0,0,1
0,1,1,0.342465753,1,0,0,0,0,0.045420738,0.06338013,1,1,0,0,1,0
0,0,0,0.767123288,1,0,0,0,0,0.768842069,0.60853494,0,0,1,0,0,1
0,0,0,0.02739726,1,0,0,0,0,0.305911017,0.010754293,1,0,1,0,1,0
1,1,0,0.342465753,1,0,1,0,1,0.227452841,0.10774435,0,0,1,1,0,0
1,0,0,0.082191781,1,0,0,0,0,0.517042077,0.064757923,0,0,1,0,0,1
0,1,1,0.917808219,1,1,0,0,1,0.267930677,0.343691408,1,1,0,0,1,0
0,0,0,0.01369863,1,0,0,0,1,0.024383692,0.002314756,0,1,0,0,1,0
0,0,0,0.01369863,0,0,0,0,1,0.042747229,0.00233638,0,0,0,0,1,0
0,1,0,0.246575342,1,0,1,0,0,0.849193879,0.20059104,1,0,1,0,0,1
0,1,1,0.890410959,0,1,1,1,0,0.424864599,0.442763159,1,0,0,0,0,0
1,0,0,0.232876712,1,0,0,0,1,0.767615338,0.201867038,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0.283462212,0.011252257,0,1,0,0,1,0
0,1,1,0.945205479,0,1,0,1,0,0.865207706,0.836160166,1,0,1,1,0,0
0,0,0,0.506849315,1,0,0,0,1,0.036847998,0.078191958,1,1,0,0,1,0
0,1,0,0.616438356,1,0,1,0,1,0.355157808,0.275155299,1,1,0,0,0,0
1,1,0,0,1,0,0,0,0,0.50866988,0.017908033,0,1,0,0,0,1
0,0,0,0.315068493,1,0,0,0,1,0.509064146,0.171619335,0,0,0,0,1,0
1,0,0,0.232876712,1,0,0,0,1,0.036344423,0.04261142,0,1,0,0,0,0
0,0,0,0.04109589,1,0,0,1,0,0.577877231,0.045979736,0,0,1,0,1,0
0,1,0,0.479452055,0,0,0,0,0,0.034524949,0.082682588,0,0,1,0,0,0
0,1,1,0.02739726,1,0,0,0,0,0.509565503,0.0079456,0,0,0,0,1,0
0,1,0,0.767123288,1,0,1,0,1,0.875540402,0.681811295,1,1,0,1,0,0
0,0,0,0.01369863,1,0,0,0,0,0.027254836,0.007277159,0,0,1,0,1,0
0,0,1,0.315068493,0,0,0,0,0,0.027702055,0.049950692,1,1,0,1,0,0
0,0,0,0.575342466,1,0,0,1,0,0.80552872,0.5064277,1,1,0,0,0,1
0,1,1,0.739726027,1,0,0,0,1,0.033431092,0.125274297,1,0,1,1,0,0
0,1,0,0.98630137,1,0,1,0,1,0.83815927,0.869903601,0,1,0,0,0,0
0,0,1,0.753424658,1,0,0,0,0,0.365410186,0.356223202,1,1,0,1,0,0
1,0,0,0,1,0,0,0,1,0.523854173,0.018240107,0,1,0,0,0,1
0,0,1,0.383561644,1,0,0,0,0,0.021098907,0.061706482,0,0,1,0,1,0
1,1,0,0.054794521,1,0,1,0,1,0.125428181,0.01371332,1,1,0,0,0,1
0,0,0,0.616438356,1,1,0,1,0,0.241938063,0.207352097,0,1,0,1,0,0
0,0,0,0.191780822,1,1,0,0,1,0.138438705,0.045575465,1,0,1,0,0,0
0,1,0,0.493150685,1,1,0,1,1,0.279102356,0.183599425,1,0,1,0,0,1
0,1,0,0.01369863,1,0,0,0,0,0.533665392,0.026376507,0,0,0,1,0,0
0,0,0,0.04109589,1,0,0,0,1,0.71763018,0.041019518,0,1,0,0,0,1
0,1,0,0.739726027,1,1,0,1,0,0.397089285,0.358411161,0,1,0,0,1,0
0,1,1,0.945205479,1,0,0,0,0,0.048024915,0.191804488,0,1,0,0,0,0
1,1,0,0.98630137,1,0,1,0,0,0.864918267,0.878453681,0,0,0,1,0,0
0,0,0,0.164383562,1,0,1,0,1,0.86197404,0.144353181,1,1,0,0,0,1
0,0,0,0,1,0,0,0,0,0.044771242,0.00233527,1,0,1,0,1,0
1,1,0,0.438356164,1,0,1,1,0,0.446350809,0.242306722,0,0,0,0,0,0
0,1,1,0.917808219,1,0,0,0,1,0.008303726,0.148225337,0,0,0,1,0,0
1,0,0,0.109589041,1,0,1,0,0,0.756425583,0.085635083,1,1,0,1,0,0
0,1,1,0.260273973,1,0,0,0,1,0.032985039,0.046960309,1,1,0,0,1,0
1,1,0,0.849315068,0,0,0,0,0,0.09051873,0.20050588,1,1,0,1,0,0
0,0,0,0.465753425,1,0,1,0,0,0.374637101,0.22369099,0,0,0,0,0,1
0,0,0,0.109589041,1,0,0,0,0,0.55234966,0.065892108,0,0,1,0,0,1
1,1,0,0.698630137,1,0,1,1,1,0.737598245,0.56083357,1,0,1,0,0,1
0,0,0,0.589041096,1,0,1,0,0,0.729651561,0.455333472,1,0,1,0,0,1
0,1,1,0.98630137,1,1,1,1,0,0.872835225,0.884300994,1,0,1,0,0,0
0,0,0,0.123287671,0,1,1,0,0,0.233470473,0.052032726,1,0,0,0,0,0
0,0,0,0.109589041,1,1,0,0,0,0.653044639,0.095856172,1,0,1,0,1,0
0,1,0,0.397260274,1,0,0,0,1,0.099404631,0.077467693,1,0,1,0,1,0
1,1,0,0.698630137,1,1,1,0,1,0.732427366,0.546899828,1,0,1,0,0,0
0,1,1,0.931506849,1,1,1,1,1,0.697380467,0.712314021,0,0,1,0,0,0
0,1,1,0.191780822,1,0,0,0,0,0.087487984,0.038574352,1,0,1,0,0,0
0,0,0,0.02739726,1,0,0,0,0,0.280353087,0.005386455,1,0,1,0,1,0
0,1,1,0.369863014,1,1,1,1,0,0.472166306,0.215951376,1,0,1,0,1,0
0,1,1,0.904109589,1,1,1,1,0,0.650733806,0.657813217,1,0,1,0,1,0
0,0,0,0.02739726,1,0,0,0,0,0.034887677,0.004608025,1,0,1,0,1,0
0,0,0,0.082191781,1,0,0,0,0,0.033498033,0.010604364,1,1,0,1,0,0
0,0,0,0.109589041,1,0,0,0,0,0.560768288,0.062385966,1,0,0,0,0,1
0,0,0,0.054794521,1,1,1,1,0,0.259335801,0.025267457,1,1,0,0,1,0
0,1,1,0.97260274,1,1,1,0,1,0.525562293,0.578898088,0,0,1,0,0,0
1,0,0,0,1,0,0,0,0,0.510520483,0.008132867,0,0,1,0,0,1
0,0,0,0.465753425,1,0,1,0,0,0.580314039,0.296558143,1,1,0,1,0,0
0,1,1,0.95890411,0,1,1,1,1,0.721387935,0.761601511,1,0,0,1,0,0
0,1,1,0.315068493,1,0,1,0,1,0.629384925,0.234146914,1,0,1,0,0,0
0,1,1,0.164383562,1,0,0,0,0,0.043827429,0.035262284,0,0,0,0,0,1
0,0,0,0.054794521,1,0,0,0,0,0.087145303,0.013697287,1,0,0,1,0,0
1,0,0,0.534246575,1,0,0,0,0,0.747948346,0.420596282,0,1,0,0,0,1
0,1,1,0.616438356,1,0,0,0,1,0.079650733,0.133555031,0,0,1,0,1,0
0,1,0,0.808219178,0,0,0,0,1,0.750330779,0.6458129,1,1,0,0,0,1
0,1,0,0.369863014,1,0,0,0,0,0.167579861,0.11645282,0,1,0,0,1,0
0,0,0,0.835616438,1,1,1,1,0,0.907719725,0.811621697,1,0,1,1,0,0
0,1,0,0.095890411,1,1,0,1,0,0.506595876,0.068514377,0,0,0,0,1,0
1,1,0,0.506849315,1,1,0,0,1,0.757598512,0.413347862,1,0,0,1,0,0
0,1,1,0.123287671,1,0,0,0,0,0.132024726,0.028821748,0,0,1,0,0,1
1,1,0,0,1,1,0,0,0,0.307271365,0.005715096,1,0,0,0,0,1
0,1,1,0.98630137,1,1,1,1,0,0.838456139,0.865591972,0,0,1,1,0,0
0,1,0,0.904109589,1,0,0,0,0,0.029845201,0.152914721,1,0,0,0,0,0
0,1,1,0.575342466,1,0,1,0,1,0.740489004,0.446241374,1,1,0,0,0,1
0,0,0,0.424657534,1,0,0,0,0,0.817974646,0.343739646,0,0,0,0,0,1
0,1,0,0.97260274,1,0,1,0,1,0.85051673,0.845757405,0,0,1,0,0,0
0,0,0,0.506849315,1,0,0,0,0,0.035748066,0.080331019,1,1,0,1,0,0
1,0,0,0.917808219,1,1,1,1,1,0.961406339,0.902696954,0,0,1,1,0,0
0,1,1,0.191780822,1,0,0,1,0,0.598811014,0.130878756,1,0,0,1,0,0
1,1,0,0.575342466,0,0,0,0,0,0.738490602,0.454238646,1,0,1,0,0,1
0,0,0,0.02739726,1,0,1,0,0,0.814716976,0.037962145,0,0,1,0,0,1
1,0,0,0.301369863,1,1,0,0,0,0.622872359,0.209783912,0,0,1,0,0,1
0,1,1,0.863013699,1,0,0,0,0,0.052309078,0.149475192,1,1,0,0,0,0
0,1,1,0.753424658,1,1,0,1,0,0.480155575,0.410682672,1,1,0,1,0,0
0,1,1,0.520547945,1,1,1,1,1,0.664832699,0.379703943,1,1,0,0,0,0
0,0,0,0.02739726,1,0,0,0,0,0.603548647,0.008957431,0,0,1,0,0,1
0,0,0,0.452054795,1,1,1,1,0,0.618740861,0.313963493,1,0,1,0,0,0
0,0,0,0.01369863,1,0,0,0,1,0.042208868,0.00231671,0,0,1,0,1,0
0,0,0,0.054794521,1,0,0,0,0,0.311835598,0.024148071,0,1,0,0,1,0
0,1,1,0.561643836,1,0,0,0,0,0.019184994,0.092473947,0,0,1,0,0,0
0,1,1,1,1,1,1,1,1,0.964844325,0.983521229,1,0,0,1,0,0
0,1,0,0.95890411,1,0,0,0,1,0.080617451,0.223330814,0,0,1,0,0,0
0,0,1,0.068493151,1,0,0,0,0,0.723689011,0.042210068,1,0,1,0,1,0
0,1,0,0.95890411,1,0,1,0,0,0.742918992,0.767853356,1,1,0,0,0,0
0,0,0,0.260273973,1,0,0,0,1,0.031161523,0.04737113,1,0,0,0,1,0
0,0,0,0.02739726,1,0,0,0,0,0.02561686,0.002354568,0,1,0,0,0,0
0,1,0,0.904109589,1,1,0,1,0,0.320092582,0.405551452,0,1,0,0,0,0
1,0,0,0.616438356,1,0,0,0,0,0.666230224,0.445251414,1,0,1,1,0,0
0,0,0,0.753424658,0,1,0,0,0,0.792480026,0.610155211,0,0,1,1,0,0
0,0,0,0.424657534,1,1,0,0,0,0.43724652,0.234266362,1,0,1,0,1,0
0,1,1,0.808219178,1,0,0,0,1,0.049250682,0.136689378,1,1,0,0,1,0
0,0,0,0.383561644,1,1,0,1,1,0.525463665,0.235541145,0,1,0,0,0,1
0,1,1,0.904109589,1,1,1,0,0,0.916232181,0.859659192,0,0,1,0,0,1
0,0,0,0.082191781,1,0,0,1,0,0.753478413,0.052353544,1,1,0,0,0,1
0,1,1,0.863013699,1,1,1,1,0,0.663121289,0.600226792,1,1,0,0,0,1
1,1,0,0.205479452,1,0,1,0,0,0.776499512,0.182866743,0,1,0,0,0,1
0,1,0,0.369863014,1,0,0,0,1,0.764367739,0.283590301,1,1,0,1,0,0
0,1,1,0.890410959,1,1,1,1,1,0.884803987,0.798707663,1,0,1,0,0,0
0,1,1,0.643835616,0,0,0,0,0,0.090243532,0.13547268,0,1,0,0,0,1
0,1,1,0.561643836,1,0,0,0,1,0.747261472,0.481985254,0,0,1,0,0,1
0,0,0,0.205479452,1,0,0,0,0,0.03666154,0.038985216,1,0,1,1,0,0
0,1,1,0.589041096,1,1,0,0,1,0.365589859,0.265002146,1,0,1,0,1,0
0,1,1,0.931506849,1,1,1,1,0,0.444653892,0.504210956,1,0,0,1,0,0
0,0,0,0.917808219,1,1,0,1,1,0.433839641,0.480998244,1,0,0,0,0,0
0,1,1,0.287671233,1,0,1,0,0,0.581998238,0.196148138,1,0,1,1,0,0
0,0,0,0.054794521,1,1,0,1,1,0.762769086,0.04162514,0,0,1,0,1,0
0,1,0,0.479452055,1,0,0,1,1,0.509552665,0.281116782,1,1,0,0,0,1
1,0,0,0.876712329,1,0,0,1,1,0.269705431,0.316887222,0,0,0,0,0,1
0,0,0,0.232876712,0,0,0,0,1,0.06868629,0.053969021,0,0,1,0,0,0
0,0,0,0.767123288,0,0,0,0,1,0.040471357,0.144190769,0,0,1,1,0,0
0,1,1,0.698630137,1,0,0,0,1,0.087189309,0.141524877,1,1,0,0,1,0
1,0,0,0.726027397,1,1,1,1,1,0.962537882,0.734823768,0,1,0,0,0,1
0,1,0,0.493150685,1,0,1,1,1,0.757430512,0.398456715,0,0,0,0,1,0
0,0,0,0.397260274,1,0,0,0,1,0.052652248,0.072126177,1,0,1,0,1,0
0,0,0,0.657534247,1,0,0,0,0,0.77838501,0.544742503,0,1,0,0,0,1
0,0,0,0.02739726,1,0,0,0,0,0.032363376,0.002379476,0,1,0,0,1,0
0,1,1,0.945205479,1,0,0,0,0,0.010216709,0.163341715,1,1,0,1,0,0
0,1,0,0.835616438,0,0,1,1,0,0.414559346,0.415046215,1,0,1,1,0,0
0,0,1,0.616438356,1,0,1,1,1,0.662948629,0.455872827,0,0,1,0,0,0
0,1,1,0.301369863,1,0,0,0,0,0.033510122,0.061594462,1,0,1,0,1,0
1,0,0,0.136986301,1,0,0,0,0,0.54259226,0.079372928,1,0,1,0,0,1
0,0,0,0.479452055,1,0,0,0,0,0.025400121,0.08095955,0,0,1,0,1,0
0,1,1,0.917808219,1,1,0,0,0,0.424182509,0.460064511,0,1,0,0,0,1
0,0,0,0.424657534,1,1,0,1,0,0.861056064,0.39539247,0,1,0,1,0,0
0,0,0,0.684931507,1,1,1,1,0,0.548253604,0.446399907,0,0,1,1,0,0
0,0,0,0.109589041,1,0,1,0,1,0.68781519,0.073066908,1,1,0,1,0,0
0,1,0,0.904109589,1,0,0,0,1,0.086414837,0.182333012,0,0,0,1,0,0
1,0,0,0.438356164,1,0,1,1,0,0.372303222,0.207744749,0,0,1,0,0,1
0,0,0,0.630136986,1,1,0,0,0,0.649186598,0.442920743,0,1,0,0,1,0
0,1,0,0.98630137,1,1,1,0,0,0.853066856,0.853452432,1,0,1,1,0,0
0,0,0,0.219178082,0,0,0,0,0,0.027215145,0.036102393,1,0,1,0,1,0
1,1,1,0.315068493,1,0,0,0,0,0.642674143,0.226117153,0,0,1,0,0,0
0,1,0,0.931506849,1,0,0,0,0,0.081794378,0.198570149,0,0,0,0,0,0
0,1,1,0.835616438,1,0,0,0,1,0.051573618,0.145650879,1,1,0,1,0,0
1,0,0,0.794520548,1,0,1,0,0,0.392880144,0.356265415,1,1,0,0,0,1
1,1,0,0.205479452,1,0,1,0,0,0.819255398,0.186861444,1,1,0,1,0,0
0,0,0,0.767123288,1,1,1,0,0,0.869078892,0.728840007,0,0,1,0,0,1
0,0,0,0.575342466,1,0,0,0,1,0.053277566,0.10436431,1,0,1,1,0,0
0,1,1,0.726027397,1,0,0,0,0,0.030355725,0.121638582,0,1,0,0,1,0
0,0,0,1,1,1,1,1,0,0.686760354,0.732236636,1,1,0,1,0,0
0,1,1,0.808219178,1,0,1,1,0,0.750189792,0.640425538,1,1,0,0,0,0
0,0,1,0,1,0,0,0,1,0.565748216,0.008931361,0,1,0,0,0,1
0,1,1,0.095890411,1,0,1,0,1,0.725907129,0.088607405,0,0,1,0,0,1
0,1,0,0.328767123,1,0,0,0,1,0.172420993,0.098173103,0,1,0,0,0,0
0,1,1,0.164383562,1,0,0,0,1,0.02045414,0.034026729,1,0,1,0,1,0
0,0,0,0.301369863,1,1,1,0,0,0.807352309,0.263868991,1,0,1,1,0,0
0,1,0,0.849315068,1,0,0,1,1,0.764060878,0.649268971,1,0,1,0,0,1
0,0,0,0.945205479,1,1,0,1,0,0.478773986,0.526947029,0,0,1,0,1,0
0,0,0,0.547945205,1,0,0,0,0,0.051532349,0.11069059,0,1,0,0,1,0
1,1,0,0,1,0,0,0,0,0.50926665,0.008147419,1,0,0,0,0,1
0,0,0,0.410958904,1,0,0,0,0,0.037515238,0.069191225,1,0,0,0,1,0
1,0,0,0.726027397,1,0,0,0,1,0.52987737,0.440814636,0,0,0,0,0,0
